ID;Start time;Completion time;Email;Name;Last modified time;"Ποια είναι η ηλικιακή σας ομάδα;
";"Ποιο είναι το φύλο σας;
";"Ποια είναι η επαγγελματική σας ιδιότητα;
";"Έχετε προηγούμενη εμπειρία με την τεχνητή νοημοσύνη;
";"Έχετε ασχοληθεί ποτέ με επενδύσεις ή συναλλαγές κρυπτονομισμάτων;
";Αυτόνομη οδήγηση;Αυτόνομη πτήση (σε εμπορικά αεροσκάφη);Υγειονομική περίθαλψη (διάγνωση ή θεραπεία);Συναλλαγές και επενδύσεις;Διαχείριση προσωπικών χρημάτων;"Θα εμπιστευόσασταν ένα μοντέλο τεχνητής νοημοσύνης να διαχειριστεί εξ ολοκλήρου τις επενδύσεις σας;
";"Τι πιστεύετε ότι είναι το μεγαλύτερο πλεονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Ποιο θεωρείτε το μεγαλύτερο μειονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Πιστεύετε ότι η τεχνητή νοημοσύνη είναι πιο αξιόπιστη από τους ανθρώπους στις επενδύσεις;
";"Ποιον θα εμπιστευόσασταν περισσότερο για τη διαχείριση των επενδύσεών σας;
";"Σε ποια από τις ακόλουθες καταστάσεις θεωρείτε ότι η τεχνητή νοημοσύνη υπερέχει σε σχέση με τους ανθρώπους;
";"Σε ποιες από τις ακόλουθες καταστάσεις θεωρείτε ότι οι άνθρωποι υπερέχουν σε σχέση με την τεχνητή νοημοσύνη;";"Θα ήσασταν πρόθυμοι να χρησιμοποιήσετε ένα συνδυαστικό μοντέλο όπου η τεχνητή νοημοσύνη συνεργάζεται με έναν άνθρωπο επενδυτή;
";"Θεωρείτε ότι η τεχνητή νοημοσύνη θα αντικαταστήσει πλήρως τους ανθρώπινους επενδυτές στο μέλλον;
";"Τι σας ανησυχεί περισσότερο σχετικά με τη χρήση της τεχνητής νοημοσύνης στις επενδύσεις;
";"Θεωρείτε την τεχνητή νοημοσύνη δίκαιη και αντικειμενική στη λήψη αποφάσεων;
";"Θα πληρώνατε για τη χρήση μιας υπηρεσίας τεχνητής νοημοσύνης για τη διαχείριση των επενδύσεών σας;
";"Ποιο ποσοστό των συνολικών επενδύσεών σας θα ήσασταν πρόθυμοι να αφήσετε στη διαχείριση μιας τεχνητής νοημοσύνης;
";Ταχύτητα λήψης αποφάσεων;Ακρίβεια προβλέψεων;Ανθεκτικότητα σε στρεσογόνες συνθήκες;Εμπιστοσύνη στη διαχείριση μεγάλων χρηματικών ποσών;"Θα εμπιστευόσασταν την τεχνητή νοημοσύνη να λαμβάνει επενδυτικές αποφάσεις σε μια οικονομική κρίση;
"
27;12/25/24 18:37:35;12/25/24 18:41:57;anonymous;;;Άνω των 50;Γυναίκα;Μηχανικός ;Καθόλου;Όχι;1;2;2;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Όχι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;0% (Καθόλου);5;5;5;2;Όχι
28;12/25/24 18:38:31;12/25/24 18:42:02;anonymous;;;21-30;Γυναίκα;Ελεύθερος επαγγελματίας ;Καθόλου;Όχι;4;4;3;3;1;Όχι;"Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Εξάρτηση από δεδομένα του παρελθόντος;";Εξαρτάται από την περίπτωση;Κανέναν;"Γρήγορη ανάλυση δεδομένων;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Δεν είμαι σίγουρος/η;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;4;3;3;3;Όχι
29;12/25/24 18:43:01;12/25/24 18:45:10;anonymous;;;Κάτω από 20;Άνδρας;Φοιτητής/Φοιτήτρια;Ελάχιστη;Όχι;1;1;1;1;1;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Μπορεί κάποιος να βάλει ότι δεδομένα θέλει οπότε ένα μοντέλο AI μπορεί πολύ εύκολα να ακολούθηση λάθος/ψεύτικα δεδομένα ;";Εξαρτάται από την περίπτωση;Κανέναν;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Ίσως;"Χρήση αναξιόπιστων δεδομένων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Ναι;26-50%;5;3;3;1;Δεν είμαι σίγουρος/η
30;12/25/24 18:45:03;12/25/24 18:47:50;anonymous;;;21-30;Άνδρας;Φοιτητής/Φοιτήτρια;Μέτρια;Όχι;3;2;2;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;2;1;1;Όχι
31;12/25/24 18:48:44;12/25/24 18:54:15;anonymous;;;41-50;Γυναίκα;Φοιτητής/Φοιτήτρια;Μέτρια;Όχι;2;2;2;2;1;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Κίνδυνος τεχνικών σφαλμάτων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;5;4;4;3;Δεν είμαι σίγουρος/η
32;12/25/24 18:58:08;12/25/24 19:00:40;anonymous;;;21-30;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Μέτρια;Ναι, περιστασιακά;3;3;3;3;3;Ίσως;"Ταχύτερη ανάλυση δεδομένων;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Εξάρτηση από δεδομένα του παρελθόντος;";Όχι;Έναν έμπειρο επενδυτή;"Δεν θεωρώ ότι υπερέχει σε κάποια από αυτές;";"Δεν θεωρώ ότι υπερέχουν σε κάποια από αυτές;";Ναι;Ίσως;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;3;3;3;Όχι
33;12/25/24 18:51:55;12/25/24 19:05:56;anonymous;;;41-50;Γυναίκα;Δημόσιος υπάλληλος ;Καθόλου;Όχι;4;4;4;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Εξάρτηση από δεδομένα του παρελθόντος;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;4;4;2;Δεν είμαι σίγουρος/η
34;12/25/24 19:14:37;12/25/24 19:19:34;anonymous;;;41-50;Γυναίκα;Καθηγήτρια;Ελάχιστη;Όχι;3;4;1;2;1;Όχι;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;1-25%;3;4;5;2;Δεν είμαι σίγουρος/η
35;12/25/24 19:17:49;12/25/24 19:20:57;anonymous;;;31-40;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Όχι;2;3;3;4;2;Όχι;"Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Όχι;Έναν έμπειρο επενδυτή;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Λήψη ηθικών αποφάσεων;";Όχι;Ίσως;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;3;4;2;Δεν είμαι σίγουρος/η
36;12/25/24 19:19:49;12/25/24 19:22:50;anonymous;;;41-50;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Όχι;2;3;4;3;3;Ίσως;"Αποφυγή συναισθηματικών λαθών;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ίσως;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;26-50%;4;4;4;3;Δεν είμαι σίγουρος/η
37;12/25/24 19:18:28;12/25/24 19:23:46;anonymous;;;31-40;Γυναίκα;Επαγγελματίας στον τομέα της τεχνολογίας;Καθόλου;Όχι;2;4;3;3;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Ναι;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ναι;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;26-50%;4;5;5;5;Ναι
38;12/25/24 19:14:53;12/25/24 19:32:49;anonymous;;;31-40;Γυναίκα;Τηλεπικοινωνίες;Ελάχιστη;Όχι;1;1;3;3;2;Ίσως;"Πρόβλεψη τάσεων της αγοράς;Ταχύτερη ανάλυση δεδομένων;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;";Ναι;Ίσως;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;5;4;5;2;Δεν είμαι σίγουρος/η
39;12/25/24 19:29:28;12/25/24 19:34:30;anonymous;;;Άνω των 50;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Καθόλου;Όχι;3;3;5;4;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Λήψη ηθικών αποφάσεων;";Ναι;Ίσως;"Χρήση αναξιόπιστων δεδομένων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;5;5;5;4;Δεν είμαι σίγουρος/η
40;12/25/24 19:32:46;12/25/24 19:36:14;anonymous;;;31-40;Γυναίκα;Επαγγελματίας στον τομέα της τεχνολογίας;Προχωρημένη;Όχι;3;3;3;4;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Ανίχνευση επενδυτικών ευκαιριών;";"Λήψη ηθικών αποφάσεων;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Όχι;"Κίνδυνος τεχνικών σφαλμάτων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;5;3;2;1;Όχι
41;12/25/24 19:36:55;12/25/24 19:40:27;anonymous;;;Άνω των 50;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Μέτρια;Όχι;1;1;2;1;1;Όχι;"Δεν βλέπω πλεονεκτήματα;";"Εξάρτηση από δεδομένα του παρελθόντος;";Όχι;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Δεν είμαι σίγουρος/η;Ίσως;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;0% (Καθόλου);3;3;2;2;Όχι
